citation_spec_path,anchor,short_ref,test_file,test_name,decl,directive,runs,file_runs,resolution,gate19_credits_it,gate_ref,scenario_excluded,line
openspec/specs/deelzaak-support/spec.md,sub-case-creation-blocked-when-parent-has-no-sub-case-types,deelzaak-support::sub-case-creation-blocked-when-parent-has-no-sub-case-types,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a parent whose case type allows no sub-case types is refused server-side and offers no Create control,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::sub-case-creation-blocked-when-parent-has-no-sub-case-types,no,880
openspec/specs/deelzaak-support/spec.md,sub-case-creation-blocked-when-parent-case-is-closed,deelzaak-support::sub-case-creation-blocked-when-parent-case-is-closed,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a closed parent is refused server-side and offers no Create control,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::sub-case-creation-blocked-when-parent-case-is-closed,no,902
openspec/specs/deelzaak-support/spec.md,sub-case-of-sub-case-is-prohibited,deelzaak-support::sub-case-of-sub-case-is-prohibited,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a case that is itself a sub-case is refused server-side and offers no Create control,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::sub-case-of-sub-case-is-prohibited,no,926
openspec/specs/deelzaak-support/spec.md,delete-parent-case-with-sub-cases-shows-warning,deelzaak-support::delete-parent-case-with-sub-cases-shows-warning,tests/e2e/spec-coverage/deelzaak-support.spec.ts,deleting a parent with sub-cases warns about the orphans and nulls parentCase on every child,test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::delete-parent-case-with-sub-cases-shows-warning,no,951
openspec/specs/deelzaak-support/spec.md,delete-case-without-sub-cases-proceeds-normally,deelzaak-support::delete-case-without-sub-cases-proceeds-normally,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"deleting a case with no sub-cases takes the plain confirmation, with no orphan warning",test,directive,yes,yes,short form (spec::slug),yes,deelzaak-support::delete-case-without-sub-cases-proceeds-normally,no,996
openspec/specs/document-zaakdossier/spec.md,req-zak-004a-dossier-groups-documents-by-type-with-count-badge,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,cases index renders so a case dossier tab can be opened,test,directive,yes,yes,resolves to a scenario,yes,document-zaakdossier::req-zak-004a-dossier-groups-documents-by-type-with-count-badge,no,62
openspec/specs/document-zaakdossier/spec.md,req-zak-004b-empty-dossier-shows-upload-cta-with-drag-and-drop-zone,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,cases index renders so a case dossier tab can be opened,test,directive,yes,yes,resolves to a scenario,yes,document-zaakdossier::req-zak-004b-empty-dossier-shows-upload-cta-with-drag-and-drop-zone,no,63
openspec/specs/document-zaakdossier/spec.md,req-zak-004c-sort-and-filter-controls-work-per-column,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"dossier sort and per-file progress are not observable here, blocked by #764",test,directive,no,yes,resolves to a scenario,no (test does not run),document-zaakdossier::req-zak-004c-sort-and-filter-controls-work-per-column,no,80
openspec/specs/document-zaakdossier/spec.md,req-zak-005b-per-file-upload-progress-with-shared-metadata,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"dossier sort and per-file progress are not observable here, blocked by #764",test,directive,no,yes,resolves to a scenario,no (test does not run),document-zaakdossier::req-zak-005b-per-file-upload-progress-with-shared-metadata,no,81
openspec/specs/document-zaakdossier/spec.md,req-zak-006a-concept-document-version-history-shows-restore,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"version history needs a multi-version document, blocked by #764",test,directive,no,yes,resolves to a scenario,no (test does not run),document-zaakdossier::req-zak-006a-concept-document-version-history-shows-restore,no,109
openspec/specs/document-zaakdossier/spec.md,req-zak-008a-zip-export-includes-manifestcsv-and-type-sub-folders,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"ZIP export contents are not asserted in the browser, blocked by #764",test,directive,no,yes,resolves to a scenario,no (test does not run),document-zaakdossier::req-zak-008a-zip-export-includes-manifestcsv-and-type-sub-folders,no,141
openspec/specs/document-zaakdossier/spec.md,req-zak-005c-file-validation-blocks-executable-uploads,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"an executable is refused before storage, by extension and by magic bytes alike",test,directive,yes,yes,resolves to a scenario,yes,document-zaakdossier::req-zak-005c-file-validation-blocks-executable-uploads,no,326
openspec/specs/document-zaakdossier/spec.md,req-zak-005a-drag-drop-triggers-metadata-dialog-before-upload,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,the metadata dialog lists every selected file and issues no upload while required fields are empty,test,directive,yes,yes,resolves to a scenario,yes,document-zaakdossier::req-zak-005a-drag-drop-triggers-metadata-dialog-before-upload,no,410
openspec/specs/document-zaakdossier/spec.md,req-zak-008c-bulk-status-transition-returns-per-document-result,,tests/e2e/spec-coverage/document-zaakdossier.spec.ts,"a bulk status transition answers per document, and the register agrees with every verdict",test,directive,yes,yes,resolves to a scenario,yes,document-zaakdossier::req-zak-008c-bulk-status-transition-returns-per-document-result,no,535
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,,tests/e2e/spec-coverage/doorlooptijd-dashboard.spec.ts,renders the processing time page heading on navigation,test,directive,yes,yes,resolves to a scenario,yes,doorlooptijd-dashboard::doorlooptijd-page-renders-heading,no,85
openspec/specs/doorlooptijd-dashboard/spec.md,no-cases-exist,,tests/e2e/spec-coverage/doorlooptijd-dashboard.spec.ts,shows empty state when no case data is available,test,directive,yes,yes,resolves to a scenario,yes,doorlooptijd-dashboard::no-cases-exist,no,123
openspec/specs/gis-integration/spec.md,cases-on-map-view-renders-the-map-dashboard,,tests/e2e/spec-coverage/gis-integration.spec.ts,the cases-on-map view renders its filter sidebar and counts the located cases,test,directive,yes,yes,resolves to a scenario,yes,gis-integration::cases-on-map-view-renders-the-map-dashboard,no,87
openspec/specs/gis-integration/spec.md,cases-on-map-view-renders-the-map-dashboard,,tests/e2e/spec-coverage/gis-integration.spec.ts,an unreachable case backend surfaces a notice instead of a broken page,test,directive,yes,yes,resolves to a scenario,yes,gis-integration::cases-on-map-view-renders-the-map-dashboard,no,112
openspec/specs/handler-vervanging-waarneming/spec.md,self-substitution-is-rejected,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"a substitution naming one user as both absentee and substitute is refused, and writes nothing",test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::self-substitution-is-rejected,no,423
openspec/specs/handler-vervanging-waarneming/spec.md,handler-registers-their-own-substitution,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"a handler registering their own substitution stores the pair, an active status and themselves as creator",test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::handler-registers-their-own-substitution,no,507
openspec/specs/handler-vervanging-waarneming/spec.md,coordinator-registers-a-substitution-on-behalf-of-an-absent-handler,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"a coordinator registers for an absent handler and the row names the coordinator as creator, where an ordinary user is refused",test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::coordinator-registers-a-substitution-on-behalf-of-an-absent-handler,no,585
openspec/specs/handler-vervanging-waarneming/spec.md,bulk-reassignment-is-coordinator-only,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,a signed-in user without the coordinator role is refused both reassignment endpoints,test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::bulk-reassignment-is-coordinator-only,no,662
openspec/specs/handler-vervanging-waarneming/spec.md,preview-before-execution,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,the coordinator preview lists the departing handler open work and mutates nothing,test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::preview-before-execution,no,734
openspec/specs/handler-vervanging-waarneming/spec.md,scope-limited-substitution-only-routes-matching-items,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,a caseTypes-scoped substitution routes the covered type and withholds the rest,test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::scope-limited-substitution-only-routes-matching-items,no,823
openspec/specs/handler-vervanging-waarneming/spec.md,all-actions-under-a-substitution-are-queryable,,tests/e2e/spec-coverage/handler-vervanging-waarneming.spec.ts,"every capacity-stamped action under a substitution is returned, in chronological order",test,directive,yes,yes,resolves to a scenario,yes,handler-vervanging-waarneming::all-actions-under-a-substitution-are-queryable,no,859
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,no sidebar link points into another app,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,115
openspec/changes/page-topology-cleanup/specs/ai-oversight-surface/spec.md,scenario-procest-hosts-no-ai-oversight-pages,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,no sidebar link points into another app,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,116
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the AVG and AI-oversight entries are gone from the navigation,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,136
openspec/changes/page-topology-cleanup/specs/admin-settings-surface/spec.md,scenario-no-duplicate-configuration-entries,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,exactly one entry links to the administration surface,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,145
openspec/changes/page-topology-cleanup/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the settings menu has a Flows entry pointing at an in-app route,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,161
openspec/changes/page-topology-cleanup/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,/flows renders this app's own flow surface,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,176
openspec/changes/page-topology-cleanup/specs/automatic-actions-surface/spec.md,scenario-flows-are-authored-in-the-app,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,/flows/new renders the flow canvas,test,directive,yes,yes,"cites openspec/changes/**, which gate-19 does not parse",no,,no,189
openspec/specs/case-types/spec.md,,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the settings menu has a Case types entry,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,209
openspec/specs/case-types/spec.md,,,tests/e2e/spec-coverage/integrations-and-flows.spec.ts,the case types index renders its own create control,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,220
openspec/specs/dashboard/spec.md,scenario-dash-v1-006f-keyboard-only-status-transition-new,,tests/e2e/spec-coverage/kanban-board-keyboard-status-transition.spec.ts,"a case card exposes a keyboard-operable ""Move to…"" menu",test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-dash-v1-006f-keyboard-only-status-transition-new,no,145
openspec/specs/dashboard/spec.md,scenario-dash-v1-006g-drag-path-unchanged-new,,tests/e2e/spec-coverage/kanban-board-keyboard-status-transition.spec.ts,case cards remain draggable for mouse/touch users,test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-dash-v1-006g-drag-path-unchanged-new,no,174
openspec/specs/kcc-werkplek-zaaksysteem-bridge/spec.md,kcc-integration-settings-render-and-persist,,tests/e2e/spec-coverage/kcc-werkplek-zaaksysteem-bridge.spec.ts,the identification threshold and sentiment trigger words save through /api/settings,test,directive,yes,yes,resolves to a scenario,yes,kcc-werkplek-zaaksysteem-bridge::kcc-integration-settings-render-and-persist,no,157
openspec/specs/kcc-werkplek-zaaksysteem-bridge/spec.md,kcc-integration-settings-render-and-persist,,tests/e2e/spec-coverage/kcc-werkplek-zaaksysteem-bridge.spec.ts,the voorblad limit and belplan overflow threshold save through /api/settings,test,directive,yes,yes,resolves to a scenario,yes,kcc-werkplek-zaaksysteem-bridge::kcc-integration-settings-render-and-persist,no,195
openspec/specs/my-work/spec.md,scenario-card-and-table-view,,tests/e2e/spec-coverage/my-work.spec.ts,shows the current user's assigned cases as a card list,test,directive,yes,yes,resolves to a scenario,yes,my-work::scenario-card-and-table-view,yes,22
openspec/specs/my-work/spec.md,scenario-card-and-table-view,,tests/e2e/spec-coverage/my-work.spec.ts,view mode can be switched between cards and table,test,directive,yes,yes,resolves to a scenario,yes,my-work::scenario-card-and-table-view,yes,41
openspec/specs/pdok-consumer/spec.md,scenario-suggest-call-reaches-openconnector-instead-of-api-pdok-nl,,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,"suggest reaches the openconnector endpoint, never api.pdok.nl",test,directive,yes,yes,the anchor matches no scenario in that spec,no,pdok-consumer::scenario-suggest-call-reaches-openconnector-instead-of-api-pdok-nl,no,111
openspec/specs/pdok-consumer/spec.md,scenario-503-response-resolves-with-null-and-surfaces-message_key,,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,503 from openconnector degrades gracefully without throwing,test,directive,yes,yes,the anchor matches no scenario in that spec,no,pdok-consumer::scenario-503-response-resolves-with-null-and-surfaces-message_key,no,183
openspec/specs/pdok-consumer/spec.md,scenario-openconnector-absent-surfaces-warning-without-blocking-form,,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,404 (openconnector absent) does not block the page,test,directive,yes,yes,resolves to a scenario,yes,pdok-consumer::scenario-openconnector-absent-surfaces-warning-without-blocking-form,no,230
openspec/specs/pdok-consumer/spec.md,scenario-all-six-functions-are-exported-with-unchanged-signatures,,tests/e2e/spec-coverage/pdok-via-openconnector.spec.ts,seeded OR addresses are retrievable without PDOK/openconnector being available,test,directive,yes,yes,resolves to a scenario,yes,pdok-consumer::scenario-all-six-functions-are-exported-with-unchanged-signatures,no,272
openspec/specs/add-work-queue/spec.md,the-queue-holds-unassigned-open-cases,,tests/e2e/spec-coverage/queue.spec.ts,the queue page renders for a deep link,test,directive,yes,yes,resolves to a scenario,yes,add-work-queue::the-queue-holds-unassigned-open-cases,no,51
openspec/specs/add-work-queue/spec.md,the-queue-holds-unassigned-open-cases,,tests/e2e/spec-coverage/queue.spec.ts,an assigned case is on the case index and NOT in the queue,test,directive,yes,yes,resolves to a scenario,yes,add-work-queue::the-queue-holds-unassigned-open-cases,no,68
openspec/specs/add-work-queue/spec.md,an-empty-queue-says-so,,tests/e2e/spec-coverage/queue.spec.ts,"an empty result renders the empty state, not a bare table",test,directive,yes,yes,resolves to a scenario,yes,add-work-queue::an-empty-queue-says-so,no,123
openspec/specs/add-work-queue/spec.md,the-queue-narrows-by-case-type,,tests/e2e/spec-coverage/queue.spec.ts,the case-type sidebar narrows the queue,test,directive,yes,yes,resolves to a scenario,yes,add-work-queue::the-queue-narrows-by-case-type,no,141
openspec/specs/related-case-linking/spec.md,section-lists-relations-with-navigation,,tests/e2e/spec-coverage/related-case-linking.spec.ts,the Related cases panel lists a relation,test,directive,yes,yes,resolves to a scenario,yes,related-case-linking::section-lists-relations-with-navigation,yes,109
openspec/changes/page-topology-cleanup/proposal.md,,,tests/e2e/spec-coverage/retired-surfaces.spec.ts,the retired route no longer renders an automatic-actions view,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,38
openspec/changes/page-topology-cleanup/proposal.md,,,tests/e2e/spec-coverage/retired-surfaces.spec.ts,the agenda compiler route no longer renders its view,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,84
openspec/specs/semantic-case-intake/spec.md,behandelaar-sees-the-handoff-case-with-origin,,tests/e2e/spec-coverage/semantic-case-intake.spec.ts,case detail shows the handoff provenance with a source link,test,directive,yes,yes,resolves to a scenario,yes,semantic-case-intake::behandelaar-sees-the-handoff-case-with-origin,no,65
openspec/specs/dossiq-store-surface/spec.md,,,tests/e2e/spec-coverage/store-surface.spec.ts,the store entry sits in the footer between Documentation and Reports,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,28
openspec/specs/dossiq-store-surface/spec.md,,,tests/e2e/spec-coverage/store-surface.spec.ts,an unconfigured instance renders the built-in templates and calls no registry,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,67
openspec/specs/dossiq-store-surface/spec.md,,,tests/e2e/spec-coverage/store-surface.spec.ts,the store page is reachable by direct link,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,114
openspec/specs/case-types/spec.md,a-migrated-scheme-carries-its-fields-not-just-its-name,case-types::a-migrated-scheme-carries-its-fields-not-just-its-name,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,"both schemes exist as case types, with their fields carried",test,directive,yes,yes,short form (spec::slug),yes,case-types::a-migrated-scheme-carries-its-fields-not-just-its-name,no,105
openspec/specs/case-types/spec.md,the-decision-term-becomes-a-duration-not-an-integer,case-types::the-decision-term-becomes-a-duration-not-an-integer,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,"requestTermWeeks became an ISO-8601 duration, not a bare integer",test,directive,yes,yes,short form (spec::slug),yes,case-types::the-decision-term-becomes-a-duration-not-an-integer,no,140
openspec/specs/case-types/spec.md,an-enum-property-keeps-its-allowed-values,case-types::an-enum-property-keeps-its-allowed-values,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the enum property kept its allowed values instead of flattening,test,directive,yes,yes,short form (spec::slug),yes,case-types::an-enum-property-keeps-its-allowed-values,no,161
openspec/specs/case-types/spec.md,the-grant-specific-properties-survive-as-property-definitions,case-types::the-grant-specific-properties-survive-as-property-definitions,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the grant-specific properties came across as property definitions,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-grant-specific-properties-survive-as-property-definitions,no,195
openspec/specs/case-types/spec.md,the-menu-offers-case-types-and-not-subsidy-schemes,case-types::the-menu-offers-case-types-and-not-subsidy-schemes,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the Subsidy schemes menu entry is gone,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-menu-offers-case-types-and-not-subsidy-schemes,no,216
openspec/specs/case-types/spec.md,the-retired-route-falls-through-rather-than-erroring,case-types::the-retired-route-falls-through-rather-than-erroring,tests/e2e/spec-coverage/subsidieregeling-is-a-casetype.spec.ts,the retired route no longer renders a scheme index,test,directive,yes,yes,short form (spec::slug),yes,case-types::the-retired-route-falls-through-rather-than-erroring,no,246
openspec/specs/task-management/spec.md,view-the-global-task-list,,tests/e2e/spec-coverage/task-management.spec.ts,"global task list page renders its rows and columns, and offers no add button",test,directive,yes,yes,resolves to a scenario,yes,task-management::view-the-global-task-list,no,72
openspec/specs/dashboard/spec.md,dashboard-page-renders-heading-and-widget-grid,,tests/e2e/spec-coverage/ui-pages.spec.ts,dashboard renders the manifest widget grid shell,test,directive,yes,yes,resolves to a scenario,yes,dashboard::dashboard-page-renders-heading-and-widget-grid,no,32
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,,tests/e2e/spec-coverage/ui-pages.spec.ts,cases index renders list shell,test,directive,yes,yes,resolves to a scenario,yes,case-management::cases-index-page-renders-list-shell,no,88
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,,tests/e2e/spec-coverage/ui-pages.spec.ts,doorlooptijd renders processing-time analytics heading,test,directive,yes,yes,resolves to a scenario,yes,doorlooptijd-dashboard::doorlooptijd-page-renders-heading,no,108
openspec/specs/my-work/spec.md,,,tests/e2e/spec-coverage/work-navigation.spec.ts,"the work group is named after the work, and holds all five surfaces",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,32
openspec/specs/my-work/spec.md,,,tests/e2e/spec-coverage/work-navigation.spec.ts,the retired labels are gone,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,55
openspec/specs/nav-dedup-and-grouping/spec.md,,,tests/e2e/spec-coverage/work-navigation.spec.ts,"Contacts is a top-level domain, not a sixth work surface",test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,78
openspec/specs/my-work/spec.md,,,tests/e2e/spec-coverage/work-navigation.spec.ts,the cases page stays reachable by direct link,test,directive,yes,yes,no anchor: cites a whole spec file,no,,no,100
openspec/specs/visual-workflow-editor/spec.md,scenario-open-workflow-editor-for-a-case-type,,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,the Workflow tab renders the canonical canvas with the configured nodes and transitions,test,directive,yes,yes,resolves to a scenario,yes,visual-workflow-editor::scenario-open-workflow-editor-for-a-case-type,yes,211
openspec/specs/visual-workflow-editor/spec.md,scenario-keyboard-node-selection,,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,a status node on the canvas is keyboard-focusable and exposes a keyboard-operable actions menu,test,directive,yes,yes,resolves to a scenario,yes,visual-workflow-editor::scenario-keyboard-node-selection,yes,237
openspec/specs/visual-workflow-editor/spec.md,scenario-keyboard-add-status-node,,tests/e2e/spec-coverage/workflow-editor-canvas.spec.ts,"the palette ""Add status node"" button adds a status from the keyboard",test,directive,yes,yes,resolves to a scenario,yes,visual-workflow-editor::scenario-keyboard-add-status-node,yes,277
openspec/specs/case-map-overview/spec.md,scenario-overview-01a-display-all-cases-on-map,,tests/e2e/spec-coverage/workflow-operations.spec.ts,"the map plots every case that carries geometry, and only those",test,directive,yes,yes,resolves to a scenario,yes,case-map-overview::scenario-overview-01a-display-all-cases-on-map,no,231
openspec/specs/case-types/spec.md,the-retired-route-falls-through-rather-than-erroring,,tests/e2e/spec-coverage/workflow-operations.spec.ts,the retired scheme index is gone and Case types took it over,test,directive,yes,yes,resolves to a scenario,yes,case-types::the-retired-route-falls-through-rather-than-erroring,no,394
openspec/specs/features-roadmap/spec.md,features-page-renders-controls,,tests/e2e/spec-coverage/workflow-operations.spec.ts,features & roadmap renders heading and its action controls,test,directive,yes,yes,resolves to a scenario,yes,features-roadmap::features-page-renders-controls,no,412
openspec/specs/inspection-checklists/spec.md,the-cases-assignee-submits-a-result,,tests/e2e/vth-inspection-result-authz.spec.ts,the stored assignee may submit,test,directive,yes,yes,resolves to a scenario,yes,inspection-checklists::the-cases-assignee-submits-a-result,yes,398
openspec/specs/inspection-checklists/spec.md,a-submitted-result-is-readable-back,,tests/e2e/vth-inspection-result-authz.spec.ts,the stored assignee may submit,test,directive,yes,yes,resolves to a scenario,yes,inspection-checklists::a-submitted-result-is-readable-back,yes,399
openspec/specs/inspection-checklists/spec.md,another-authenticated-account-is-refused,,tests/e2e/vth-inspection-result-authz.spec.ts,a different authenticated account is refused,test,directive,yes,yes,resolves to a scenario,yes,inspection-checklists::another-authenticated-account-is-refused,yes,492
openspec/specs/inspection-checklists/spec.md,omitting-the-inspector-field-does-not-skip-the-check,,tests/e2e/vth-inspection-result-authz.spec.ts,omitting the inspector field does not skip the check,test,directive,yes,yes,resolves to a scenario,yes,inspection-checklists::omitting-the-inspector-field-does-not-skip-the-check,yes,507
openspec/specs/inspection-checklists/spec.md,creating-an-advice-request-is-authorized-the-same-way,,tests/e2e/vth-inspection-result-authz.spec.ts,the sibling advice endpoint refuses the same account,test,directive,yes,yes,resolves to a scenario,yes,inspection-checklists::creating-an-advice-request-is-authorized-the-same-way,yes,541
openspec/specs/status-transition-engine/spec.md,scenario-successful-transition-with-audit-trail,,tests/e2e/workflows/case-lifecycle.spec.ts,advancing a case status persists and renders the new status,test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::scenario-successful-transition-with-audit-trail,yes,160
openspec/specs/dashboard/spec.md,scenario-dash-v1-006a-board-columns-reflect-status-types,,tests/e2e/workflows/case-lifecycle.spec.ts,"the workflow board renders one column per non-final status type, in order, with its case count",test,directive,yes,yes,resolves to a scenario,yes,dashboard::scenario-dash-v1-006a-board-columns-reflect-status-types,no,208
openspec/specs/status-transition-engine/spec.md,scenario-successful-transition-with-audit-trail,,tests/e2e/workflows/case-lifecycle.spec.ts,"engine offers transitions, records history, and BLOCKS an invalid transition",test,directive,yes,yes,resolves to a scenario,yes,status-transition-engine::scenario-successful-transition-with-audit-trail,yes,296
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,,tests/e2e/workflows/cases-crud.spec.ts,a seeded case appears as a row with its title and identifier,test,directive,yes,yes,resolves to a scenario,yes,case-management::cases-index-page-renders-list-shell,no,113
openspec/specs/case-management/spec.md,scenario-cm-06a-case-info-panel,,tests/e2e/workflows/cases-crud.spec.ts,opening the row shows the case detail with its values,test,directive,yes,yes,resolves to a scenario,yes,case-management::scenario-cm-06a-case-info-panel,no,170
