citation_spec_path,anchor,test_file,test_name,verdict,justification,safety_relevant,gate19_credits_it,resolution,decisive_assertion,test_runs,scenario_marked_exclude,verdict_2026_09_11
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,a completed wizard does not keep the optional secret step outstanding,verified,"Anchorless, so judged against the whole spec: both reads must come back with a steps map or readSetupStatus returns null and the test reddens, which pins REQ-SETUP-PRO-003's shape, though the branch that usually fires asserts the dwangsom-secret step the spec never names.",no,no,no anchor: cites a whole spec file,"expect(second.steps['dwangsom-secret'].done, 'once the required steps are complete the optional secret step is settled').toBe(true)",yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,a completed wizard stays closed on a fresh browser profile,verified,"Anchorless citation, judged against the spec as a whole: it proves REQ-SETUP-PRO-003's stop-gating clause because a wizard that reopened at the config-fields step after a cleared dismissal key would fail the count, but note it skips entirely on an instance whose required steps are still outstanding.",no,no,no anchor: cites a whole spec file,"await expect(wizard.locator('[data-step-type=""config-fields""]')).toHaveCount(0, { timeout: 10000 })",yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,the wizard opens exactly when an optional step is outstanding,verified,"The citation names no requirement; against the spec as a whole the test proves REQ-SETUP-PRO-001's optional-step rule in both directions, asserting the wizard is on screen exactly when the server reports an outstanding optional step and that main stays attached so it never gates.",no,no,no anchor: cites a whole spec file,"await expect(wizard, `outstanding optional steps: ${outstanding.join(', ')}`).toBeVisible({ timeout: 30000 })",yes,no,verified
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,the wizard offers no step the seed action cannot fulfil,partial,"Anti-coverage worth acting on: the anchorless citation is to a spec whose REQ-SETUP-PRO-001 says a seed step SHALL be declared and REQ-SETUP-PRO-002 says the seed action SHALL succeed, and this test asserts the inverse, that seed is absent from the steps and that the action answers 422 with success false; it does prove register-check is still reported, so the spec is stale rather than the test wrong.",yes,no,no anchor: cites a whole spec file,"expect(Object.keys(before?.steps ?? {}), 'a step the wizard cannot render is one it can never prompt for').not.toContain('seed')",yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,the tour a user actually gets includes the Case types and Flows stops,partial,"The citation names no requirement, and the first-time-setup spec says nothing about the walkthrough tour: the test greps the served bundle for the see-case-types and see-flows step ids, which no setup requirement mentions.",no,no,no anchor: cites a whole spec file,"expect(bundle, `walkthrough step ""${id}"" missing from the built bundle`).toContain(id)",yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,"the tour opens for a user who has not seen it, and offers all seven steps",partial,"Anchorless, and the tour is not the setup wizard the spec describes: asserting the walkthrough dialog shows seven steps, or that a seen-version explains its absence, survives any breakage of the manifest setup block, the seed action or the status endpoint.",no,no,no anchor: cites a whole spec file,await expect(tour).toContainText('/ 7'),yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,neither new stop forces the user to create anything,partial,"Anchorless citation onto a spec that covers the setup wizard only; the test reads the bundle to prove the two walkthrough stops allow a manual next and do not require object-created, which no first-time-setup requirement states.",no,no,no anchor: cites a whole spec file,"expect(window, `${id} must not require creating one`).not.toContain('object-created')",yes,no,partial
openspec/specs/first-time-setup/spec.md,,tests/e2e/case-type-edit-and-setup.spec.ts,both new stops can actually anchor to their nav item,partial,"Anchorless, and about the walkthrough rather than the wizard: it asserts the nav renders a data-cn-route anchor for CaseTypes and Flows, a real and useful check but one no first-time-setup requirement covers.",no,no,no anchor: cites a whole spec file,"await expect(page.locator(`[data-cn-route=""${route}""]`), 'no anchor: the stop would be silently skipped').toHaveCount(1)",yes,no,partial
openspec/specs/case-types/spec.md,a-cycle-is-refused,tests/e2e/case-type-parent-chain.spec.ts,"setting a parent that descends from the type is refused on save, naming the loop",verified,"Drives the real edit dialog, asserts the refusal names the loop as a sentence rather than a machine code, asserts the dialog stays open, and reads the stored case type back to prove nothing was written.",yes,yes,resolves to a scenario,"await expect(dialog).toContainText(loop, { timeout: 30_000 })",yes,no,not measured
openspec/specs/case-types/spec.md,a-child-inherits-a-deadline-it-does-not-declare,tests/e2e/case-type-parent-chain.spec.ts,a case filed on a child that sets no deadline is due on its parent’s term,verified,"Files a case through the New case dialog on a child that declares no deadline and asserts the STORED deadline is exactly the parent's 84 days after the stored start date, so a lost inheritance reddens it.",no,yes,resolves to a scenario,"expect(String(stored.deadline ?? '').slice(0, 10), 'the deadline should count the parent’s twelve weeks from the start date').toBe(addDays(startDate, 84))",yes,no,not measured
openspec/specs/case-types/spec.md,a-functional-administrator-gives-a-status-a-colour-and-a-role,tests/e2e/case-type-status-authoring.spec.ts,a colour and a role picked on the Statuses tab reach the row and a flow,verified,"Picks the colour and the role in the real status form, asserts the row swatch carries the orange token and the role cell its label, reads the stored statusType back, and then runs a flow whose step names only the role and asserts the case landed on that status.",no,yes,resolves to a scenario,"await expect(row.locator('.status-type-row__swatch')).toHaveAttribute('style', /--nl-color-orange\b/)",yes,no,not measured
openspec/specs/case-types/spec.md,a-status-asks-for-a-checklist,tests/e2e/case-type-status-authoring.spec.ts,a required checklist item saved on a status becomes a task on the case,verified,"Adds and ticks the checklist row in the real form, asserts the row reports one item, asserts the stored checklist equals one required item, then transitions a case into that status and asserts the created task titles equal exactly that item.",no,yes,resolves to a scenario,expect(tasks.map((row) => String(row.title))).toEqual([CHECK_IDENTITY]),yes,no,not measured
openspec/specs/case-types/spec.md,a-child-overrides-one-deadline,tests/e2e/case-type-status-authoring.spec.ts,"a case filed on a child type is due six weeks after it starts, not twelve",verified,"Files a case on the child type through the New case dialog and asserts the STORED deadline is start date plus 42 days, which the parent's twelve weeks would put at 84, so a lost override reddens it.",no,yes,resolves to a scenario,"expect(String(stored.deadline ?? '').slice(0, 10)).toBe(addDays(startDate, 42))",yes,no,not measured
openspec/specs/admin-settings/spec.md,admin-settings-page-is-accessible,tests/e2e/case-types-tabs.spec.ts,admin settings surface renders the Case Type Management heading,verified,"Loads the admin settings URL and asserts the Case Type Management section heading renders, so losing the AdminRoot mount reddens it; the Dossiq navigation entry and the ZGW API mapping section the scenario also names go unasserted.",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Case Type Management' })).toBeVisible({ timeout: 15000 })",yes,no,not measured
openspec/specs/admin-settings/spec.md,empty-case-type-list,tests/e2e/case-types-tabs.spec.ts,admin settings surface has an add-control for case types,partial,"Never establishes the scenario's empty register and asserts neither the empty-state message nor the guidance text, only an add control that renders identically on a populated list.",no,yes,resolves to a scenario,await expect(addBtn).toBeVisible({ timeout: 15000 }),yes,no,not measured
openspec/specs/status-transition-engine/spec.md,the-tasks-arrive-with-the-status,tests/e2e/checklist-per-status.spec.ts,"the tasks arrive with the status, and show in the Tasks pane",verified,"Asserts the case had no tasks for that status beforehand, that both checklist titles exist afterwards, that each row's state is available, and that the Tasks pane on the page shows both.",no,yes,resolves to a scenario,"expect(after.map((row) => String(row.title)).sort()).toEqual([ITEM.dossier, ITEM.inform].sort())",yes,yes,verified
openspec/specs/status-transition-engine/spec.md,an-admins-free-form-move-brings-them-too,tests/e2e/checklist-per-status.spec.ts,an admin's free-form move brings them too,verified,"Posts the free-form move, asserts the stored status changed and that both checklist tasks now exist; it reads the task API rather than the Tasks pane the scenario names, so a pane that stopped rendering them would not redden this one.",no,yes,resolves to a scenario,"expect(tasks.map((row) => String(row.title)).sort()).toEqual([ITEM.dossier, ITEM.inform].sort())",yes,yes,verified
openspec/specs/status-transition-engine/spec.md,back-to-intake-and-forward-again,tests/e2e/checklist-per-status.spec.ts,back to intake and forward again keeps one set of tasks,verified,"Goes back to intake and forward again and asserts exactly two tasks still exist and that the completed one is still completed, which is the de-duplication the requirement states.",no,yes,resolves to a scenario,"expect(after, 'a second entry must not double the work').toHaveLength(2)",yes,yes,verified
openspec/specs/status-transition-engine/spec.md,the-button-says-which-item-is-open,tests/e2e/checklist-per-status.spec.ts,the button says which item is still open,verified,"Asserts the transition is offered but guardsPassed is false with statusChecklist among the failed guards, that the button is disabled, and that the reason beside it names the open item.",yes,yes,resolves to a scenario,"await expect(reason).toContainText(ITEM.onTime, { timeout: 20_000 })",yes,yes,verified
openspec/specs/status-transition-engine/spec.md,completing-the-task-frees-the-case,tests/e2e/checklist-per-status.spec.ts,completing the task frees the case,verified,"Asserts guardsPassed flips from false to true on completing the task, that the button is then enabled, and that the move actually lands the case in the target status.",no,yes,resolves to a scenario,expect(after.body.transitions.find((row) => row.id === T.guardStart).guardsPassed).toBe(true),yes,yes,verified
openspec/specs/status-transition-engine/spec.md,an-optional-item-does-not-hold-the-case,tests/e2e/checklist-per-status.spec.ts,an optional item does not hold the case,verified,"Asserts guardsPassed is true with only the optional item open, that the button is enabled, and that no reason element renders beside it.",no,yes,resolves to a scenario,expect(offered.body.transitions.find((row) => row.id === T.arrivalStart).guardsPassed).toBe(true),yes,yes,verified
openspec/specs/status-transition-engine/spec.md,the-guard-fails-server-side-too,tests/e2e/checklist-per-status.spec.ts,the guard refuses the move posted straight to the API,verified,"Asserts the API answers 409 naming statusChecklist and that the case stayed in intake; note the spec now marks this scenario @e2e exclude, saying StatusChecklistGuardTest owns it, so the citation and the exclusion contradict each other and one of the two should go.",yes,yes,resolves to a scenario,"expect(refused.status, JSON.stringify(refused.body)).toBe(409)",yes,yes,verified
openspec/specs/dashboard/spec.md,scenario-fresh-session-lands-on-the-dashboard,tests/e2e/dashboard-tiles.spec.ts,every KPI tile shows a number on the first load of a session,verified,"asserts the expected tile count, that every tile's value cell contains a digit rather than a placeholder, and that no Widget not available text appears, which is REQ-DASH-021 exactly",no,yes,resolves to a scenario,"await expect(tile.locator('.cn-kpi-card__value'), `the KPI tile ""${label}"" should show a number, not a placeholder`).toHaveText(/\d/)",yes,no,verified
openspec/specs/dashboard/spec.md,scenario-your-tasks-appear-once-with-days-left,tests/e2e/dashboard-tiles.spec.ts,"My work lists each of your open tasks once, with days left",verified,"asserts each of the three seeded tasks appears exactly once, that the table holds three rows and nothing else, and that the task due tomorrow reads a distance rather than a raw date, so a double-counting table reddens",no,yes,resolves to a scenario,"await expect(rows(table), 'My work holds the three seeded tasks and nothing else').toHaveCount(3)",yes,no,verified
openspec/specs/dashboard/spec.md,scenario-you-complete-a-task-from-the-row,tests/e2e/dashboard-tiles.spec.ts,"a My work row opens the task, which is where Pick up and Complete are",partial,"the cited scenario now carries an @e2e exclude saying row actions are blocked upstream, and this test contradicts it while asserting only that clicking a My work row navigates to a task URL, never that Complete removes the task from the table or drops the case's task count",no,yes,resolves to a scenario,"await expect(page).toHaveURL(/\/tasks\/[^/]+$/, { timeout: 15_000 })",yes,yes,smoke
openspec/specs/signalering-widgets/spec.md,scenario-overdue-and-near-deadline-cases-share-one-table,tests/e2e/dashboard-tiles.spec.ts,"Deadlines holds the overdue and the nearly due, overdue first and in red",verified,"asserts the overdue case is on Deadlines exactly once, reads days overdue and carries the danger row class, so the red and presence halves are decisive, but the ordering assertion and the nearly-due row are both behind if guards that let an unlucky fixture pass silently",no,yes,resolves to a scenario,await expect(overdueRow).toHaveClass(/cn-row--danger/),yes,no,verified
openspec/specs/signalering-widgets/spec.md,scenario-closed-cases-stay-out,tests/e2e/dashboard-tiles.spec.ts,"a closed case stays off Deadlines, however late it was",verified,"requires a Deadlines row to have rendered first, then asserts the closed case is absent from the table and that the four retired tiles are gone, so the absence assertion proves something",no,yes,resolves to a scenario,await expect(rows(table).filter({ hasText: CLOSED_CASE })).toHaveCount(0),yes,no,verified
openspec/specs/dashboard/spec.md,scenario-view-all-from-the-deadlines-table,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,verified,"asserts the tile is truncated to its row limit, that View all navigates to /cases carrying deadline[lte] and isFinalStatus=false, and that the rendered list excludes the closed and far-future cases after a row has painted, so a dropped filter reddens",no,yes,resolves to a scenario,expect(query.get('isFinalStatus')).toBe('false'),yes,no,verified
openspec/specs/signalering-widgets/spec.md,,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,verified,"the citation names no requirement, only the file; the same test proves the Deadlines tile's View all lands on the Cases list carrying the tile's own deadline window and open-status filter",no,no,no anchor: cites a whole spec file,expect(query.get('deadline[lte]')).toMatch(dateTokenPattern('@today+3d')),yes,no,verified
openspec/specs/dashboard/spec.md,scenario-dash-004c-overdue-panel-with-view-all-link,tests/e2e/dashboard-tiles.spec.ts,View all on Deadlines opens the Cases list already filtered,verified,"asserts the View all control exists on the Deadlines tile and navigates to a filtered Cases list, which is the scenario's link clause; the scenario's other clause that the panel shows all overdue cases is not asserted, and the test in fact requires the tile to be truncated",no,yes,resolves to a scenario,await expect(viewAll).toBeVisible({ timeout: 15_000 }),yes,no,verified
openspec/specs/dashboard/spec.md,scenario-draft-case-types-are-absent,tests/e2e/dashboard-tiles.spec.ts,New case offers the published case type and not the draft,verified,"narrows the picker to this run's two types and asserts the published one appears once and the draft zero times, so a picker that stopped filtering drafts reddens",no,yes,resolves to a scenario,"await expect(options.filter({ hasText: DRAFT_TYPE }), 'a draft case type must never reach the picker').toHaveCount(0)",yes,no,verified
openspec/specs/dashboard/spec.md,fresh-session-lands-on-the-dashboard,tests/e2e/pages.spec.ts,"the KPI tiles render numbers on a fresh load, not the widget fallback",verified,"Hard-loads the app root in a fresh context and asserts five stat tiles, zero Widget not available fallbacks and a digit in every tile's value, which is the scenario's claim that the tiles each show a number on a first load; it does not check the five tiles by name.",no,yes,resolves to a scenario,"await expect(tile.locator('.cn-kpi-card__value')).toHaveText(/\d/, { timeout: 15_000 })",yes,no,not measured
openspec/specs/case-management/spec.md,cases-index-page-renders-list-shell,tests/e2e/pages.spec.ts,renders list view with correct controls,verified,"Asserts the Cards and Table view toggle, the Add create control and the per-row Actions control on the Cases index, which is three of the scenario's four bullets; only the no Internal Server Error bullet is left unasserted here.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /^Add (Item|Case|Task)$/ })).toBeVisible()",yes,no,verified
openspec/specs/task-management/spec.md,view-the-global-task-list,tests/e2e/pages.spec.ts,"renders list view with search and filters, and offers no Add",partial,"Drives /tasks and asserts the view switcher, that no Add button exists and that the search field is attached, but it never reads a single row, so the scenario's paginated list whose rows show title, parent case reference, status, assignee, due date and priority survives untouched; an empty list passes.",no,yes,resolves to a scenario,await expect(page.getByPlaceholder('Type to search')).toBeAttached(),yes,no,partial
openspec/specs/task-management/spec.md,view-the-global-task-list,tests/e2e/pages.spec.ts,"the Subject column shows the case title, not its uuid",verified,"Finds the Subject column by header, asserts no cell holds a raw uuid and then asserts the seeded task's own row shows its case's title in that column, which is the parent case reference the scenario requires of every row.",no,yes,resolves to a scenario,"await expect(seededRow.locator(`td:nth-child(${index + 1})`)).toHaveText(taskCaseTitle, { timeout: 20_000 })",yes,no,verified
openspec/specs/my-work/spec.md,scenario-card-and-table-view,tests/e2e/pages.spec.ts,renders as a card index scoped to the current user,partial,"Asserts the Urgency and Newest sort controls and that a Cards button is visible, but it never switches to Table, never reads the identifier, title, case type, status and deadline columns the scenario names and never asserts card view is the default; note the requirement above the scenario carries an @e2e exclude for being data dependent, which this citation contradicts.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Cards/ }).first()).toBeVisible()",yes,yes,partial
openspec/specs/doorlooptijd-dashboard/spec.md,doorlooptijd-page-renders-heading,tests/e2e/pages.spec.ts,renders processing time analytics,verified,"Asserts the level-2 page heading on /doorlooptijd plus the SLA adherence subtitle and the Dashboard control, so a page that failed to mount reddens; the spec still writes the heading as Processing Time Analytics while the shipped heading, and the assertion, is Processing time.",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Processing time', level: 2 })).toBeVisible({ timeout: 15000 })",yes,no,verified
openspec/specs/admin-settings/spec.md,in-app-settings-page-renders-configuration-sections,tests/e2e/pages.spec.ts,renders the configuration section and its save control,smoke,"The in-app /settings page the requirement names was retired, so the test drives /settings/admin/dossiq instead and asserts only that one exact Save button is visible and the body holds no Internal Server Error; none of the three section headings the scenario lists, Version Information, Configuration and Case Type Management, is asserted.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: 'Save', exact: true })).toBeVisible({ timeout: 15000 })",yes,no,partial
openspec/specs/admin-settings/spec.md,admin-settings-page-is-accessible,tests/e2e/spec-coverage/admin-settings.spec.ts,admin settings page is accessible to admin users,verified,"Loads the admin settings URL, asserts it does not redirect to login and that the Case Type Management heading renders; it does not check the navigation entry or the ZGW mapping section.",no,yes,resolves to a scenario,"await expect(page.getByRole('heading', { name: 'Case Type Management' })).toBeVisible({ timeout: 15000 })",yes,no,verified
openspec/specs/admin-settings/spec.md,regular-users-cannot-access-admin-settings,tests/e2e/spec-coverage/admin-settings.spec.ts,a signed-in non-admin is refused the admin settings endpoint with 403,verified,"Signs in as the named non-admin, asserts that account holds no admin group and can still read its own settings, then asserts the admin settings URL answers exactly 403 rather than merely not 200.",yes,yes,resolves to a scenario,"expect(res.status(), `direct URL access to ${ADMIN_SETTINGS_URL} by ${PLAIN_USER} must be 403...`).toBe(403)",yes,no,not measured
openspec/specs/admin-settings/spec.md,empty-case-type-list,tests/e2e/spec-coverage/admin-settings.spec.ts,case type list renders its management surface and add control,partial,"Its own comment concedes the list body is data-dependent, so it asserts the heading and the add control instead; the empty state message and the guidance sentence the scenario names are never read.",no,yes,resolves to a scenario,"await expect(page.getByRole('button', { name: /Add (Item|Case Type)/ }).first()).toBeVisible({ timeout: 10000 })",yes,no,partial
openspec/specs/admin-settings/spec.md,add-a-new-case-type,tests/e2e/spec-coverage/admin-settings.spec.ts,adding a case type opens the creation view and stores a draft by default,verified,"Asserts the New Case Type view opens after clicking Add, and asserts the draft default on the STORED object rather than on a rendered checkbox, which is where that default is actually decided.",no,yes,resolves to a scenario,"expect(stored?.isDraft, 'a case type created without an explicit isDraft must be stored as a DRAFT...').toBe(true)",yes,no,not measured
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-procest-hosts-no-processing-activities-page,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,procest no longer hosts a processing-activities page,partial,"Drives the retired route but asserts only that one English heading is absent, never reading the manifest for the navigation entry, the VerwerkingenOverview registration or the integrations gating; the manifest's AvgRegisterLink carries no section key at all, so the scenario's third THEN is already false in the source while this test stays green, and the view file no longer exists so the heading could not render either way.",no,no,"cites openspec/changes/**, which gate-19 does not parse","await expect(page.getByRole('heading', { name: 'Processing activities (AVG)' })).toHaveCount(0)",yes,no,verified
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-the-capability-is-reachable-in-openregister,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,a case read is logged against a catalogued activity that carries a review status,verified,"Walks from a real case read to the stored processing-log entry, asserts it is attributed to the zaakafhandeling catalogue row rather than the unclassified fallback, that the row carries a lifecycle review status, and that the compliance report exposes the unclassified-processing counter, so two of the three capabilities the scenario names redden on a server-side break.",no,no,"cites openspec/changes/**, which gate-19 does not parse","expect(['concept', 'published', 'archived'], `the catalogue row carries a review status, got ...`).toContain(attributed?.status)",yes,no,not measured
openspec/changes/page-topology-cleanup/specs/avg-processing-surface/spec.md,scenario-the-capability-is-reachable-in-openregister,tests/e2e/spec-coverage/avg-verwerkingenlogging.spec.ts,the inzageverzoek export returns the logged read of that data subject,verified,"Reads a seeded role and then polls the per betrokkene inzage export until it lists that read, and asserts the subject block, the count, the actor, that every returned read belongs to that subject and that a bare call is refused with 400, so an export that answers empty for everyone reddens.",no,no,"cites openspec/changes/**, which gate-19 does not parse","await expect.poll(async () => { ... return reads.map((r) => r.objectUuid) }, { timeout: 15_000, ... }).toContain(roleUuid)",yes,no,not measured
openspec/specs/initiator-selection/spec.md,agent-picks-an-initiator-type,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,start-case flow offers Person / Company / Contact and stays skippable,verified,"Asserts all three initiator types are offered and that the step stays skippable with the confirm disabled and Skip enabled, so removing the Contact type or making a pick mandatory reddens it; it drives the StartCaseWidget step rather than the Dashboard New case form the scenario names.",no,yes,resolves to a scenario,"await expect(dialog.getByText('Contact', { exact: true })).toBeVisible()",yes,no,verified
openspec/specs/initiator-selection/spec.md,person-search-hits-the-brp-register-set,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,person search lists a seeded personen-mock persona with BSN,verified,"Searches by surname and asserts the matching result row carries the persona's BSN and birthdate, which is exactly the scenario's name, birthdate and BSN clause; a picker that listed names only would fail.",no,yes,resolves to a scenario,await expect(result).toContainText(`BSN ${PERSON.bsn}`),yes,no,verified
openspec/specs/initiator-selection/spec.md,company-search-hits-the-kvk-register-set,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,company search by pinned KvK number lists the fixture company,verified,"Searches the pinned KvK number and asserts the fixture company row is listed with that number, so a Company search that stopped reaching kvkCompany or dropped the number from the result line reddens.",no,yes,resolves to a scenario,await expect(result).toContainText(`KVK ${COMPANY.kvk}`),yes,no,verified
openspec/specs/initiator-selection/spec.md,contacts-source-degrades-gracefully,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,"contact tab shows an explicit empty state, never an error toast",partial,"Drives the Contact tab and asserts the empty state plus the absence of any error toast, but it never establishes the scenario's GIVEN: /contactsmenu/contacts is core and answers 200 with no matches on the runner, so deleting the try/catch in searchContacts that implements the degrade would not redden this test.",no,yes,resolves to a scenario,await expect(dialog.getByText('No contacts found')).toBeVisible({ timeout: 15_000 }),yes,no,verified
openspec/specs/initiator-selection/spec.md,selection-persists-on-the-case,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,picked persona persists as projection and shows on case detail with source link,verified,"Reads the stored case back through the API and asserts requester resolves to the brpPerson row with that BSN and that all three projection fields hold the persona's values, which is the stored-state assertion the scenario asks for rather than an HTTP echo.",no,yes,resolves to a scenario,expect(saved.initiatorSourceId).toBe(PERSON.bsn),yes,no,verified
openspec/specs/initiator-display/spec.md,initiator-visible-on-the-case,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,picked persona persists as projection and shows on case detail with source link,verified,"Asserts the case detail card shows the name, the type Person and the BSN rendered as a link whose href resolves to the requester's own contact page, so dropping the source link or the card reddens it.",no,yes,resolves to a scenario,"await expect(link).toHaveAttribute('href', new RegExp(`/contacts/${String(saved.requester)}$`))",yes,no,verified
openspec/specs/initiator-display/spec.md,no-initiator-no-clutter,tests/e2e/spec-coverage/brp-kvk-initiator.spec.ts,a case created without initiator renders no initiator block,verified,"Creates a case through Skip and asserts both halves: the stored row carries no requester and no projection, and the rendered page shows the initiator-empty cell with no initiator-section, against a tab strip first proven visible so an absent card is a decision rather than a pending render.",no,yes,resolves to a scenario,await expect(page.getByTestId('initiator-section')).toHaveCount(0),yes,no,verified
openspec/specs/case-email-integration/spec.md,no-per-user-smtp-send-configuration-is-exposed,tests/e2e/spec-coverage/case-email-integration.spec.ts,shared-mailbox settings render without per-user SMTP send fields,verified,"Loads every admin section, proves the shared-mailbox section actually rendered via its heading and the IMAP host input, then asserts no input carries smtp in its id or name, so the negative cannot pass on an unrendered page.",yes,yes,resolves to a scenario,"await expect(page.locator('input[id*=""smtp"" i], input[name*=""smtp"" i]')).toHaveCount(0)",yes,no,verified
openspec/specs/deelzaak-support/spec.md,case-list-shows-sub-case-count,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",verified,"Seeds its own parent with one sub-case and asserts the badge is visible on that row in either locale spelling, so a badge that stopped rendering or resolved to no count reddens it.",no,yes,resolves to a scenario,"await expect(withChild.getByText(BADGE).first(), 'a case with one sub-case shows the sub-case badge').toBeVisible({ timeout: 60_000 })",yes,no,not measured
openspec/specs/deelzaak-support/spec.md,case-without-sub-cases-has-no-badge,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",verified,"Seeds a second parent with no children, asserts that row is visible first so absence is claimed next to presence, then asserts the badge pattern has zero matches inside it.",no,yes,resolves to a scenario,"await expect(withoutChild.getByText(BADGE), 'a case with no sub-cases shows no badge').toHaveCount(0)",yes,no,not measured
openspec/specs/deelzaak-support/spec.md,sub-case-counts-batch-loaded-per-page,tests/e2e/spec-coverage/deelzaak-support.spec.ts,"the case list shows a sub-case badge, and only on a parent",partial,"Counts requests to /api/deelzaken/counts and allows up to two, but the list is narrowed by title to a single seeded row, so a per-row N+1 implementation also makes one request and passes; widen the fixture to several parents on one page to make the batching claim falsifiable.",no,yes,resolves to a scenario,"expect(countCalls.length, `deelzaken counts must be batched per page, saw ${countCalls.length} requests`).toBeLessThanOrEqual(2)",yes,no,not measured
openspec/specs/deelzaak-support/spec.md,delete-parent-case-with-sub-cases-shows-warning,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the sub-cases page warns about orphans for a parent with sub-cases,verified,"Seeds a parent with a child, opens the sub-cases page and asserts unconditionally that the orphan dialog title and its unlink sentence appear; it cancels rather than confirming, so the scenario's nulling-of-parentCase clauses are proved by the sibling test at line 929, not here.",yes,yes,resolves to a scenario,"await expect(page.getByText('Delete case with sub-cases').first(), 'a parent with sub-cases takes the orphan-warning branch, not the plain confirm').toBeVisi...",yes,no,not measured
openspec/specs/deelzaak-support/spec.md,delete-case-without-sub-cases-proceeds-normally,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the sub-cases page warns about orphans for a parent with sub-cases,partial,"This test seeds a parent WITH a sub-case and only ever exercises the orphan branch, so nothing in it says what a childless case's delete dialog looks like; breaking the plain confirmation would leave every assertion here green, and the honest citation for this scenario is the sibling test at line 400.",yes,yes,resolves to a scenario,await expect(page.getByText(/unlink the sub-cases from their parent/i).first()).toBeVisible(),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,delete-case-without-sub-cases-proceeds-normally,tests/e2e/spec-coverage/deelzaak-support.spec.ts,a parent with no sub-cases takes the plain delete confirmation,verified,"Seeds a parent with no children and asserts both sides: the standard confirmation copy is visible and the orphan sentence has zero matches, so a build that warned about orphans on every delete reddens it.",yes,yes,resolves to a scenario,await expect(page.getByText('Are you sure you want to delete this case?').first()).toBeVisible({ timeout: 15_000 }),yes,no,not measured
openspec/specs/deelzaak-support/spec.md,parent-case-shows-sub-cases-list,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the Sub-cases tab renders either a list or an empty state without error,partial,"The helper does assert the sub-cases section renders something, but the test's own assertion is expect(hasTable || hasEmpty).toBeTruthy(), which an empty state satisfies, and it opens whatever case the register hands back first, so the scenario's three sub-cases with title, status, assignee, deadline and clickable links are never read.",no,yes,resolves to a scenario,expect(hasTable || hasEmpty).toBeTruthy(),yes,no,partial
openspec/specs/deelzaak-support/spec.md,parent-case-with-no-sub-cases-shows-empty-state,tests/e2e/spec-coverage/deelzaak-support.spec.ts,the Sub-cases tab renders either a list or an empty state without error,partial,"Same or-disjunction: hasTable satisfies it, so the empty-state sentence the scenario names need never render, and the Create Sub-case button the scenario also requires is not asserted at all; the fixture is an arbitrary existing case that may well have sub-cases.",no,yes,resolves to a scenario,expect(hasTable || hasEmpty).toBeTruthy(),yes,no,partial
openspec/specs/deelzaak-support/spec.md,sub-case-shows-parent-breadcrumb,tests/e2e/spec-coverage/deelzaak-support.spec.ts,opening a sub-case shows the parent breadcrumb and the list shows a completion roll-up,partial,"The breadcrumb assertion sits inside if ((await breadcrumb.count()) > 0) with an else branch that writes an annotation and passes, and the row click is wrapped in .catch(() => {}), so a case detail that renders no parent breadcrumb at all reports green.",no,yes,resolves to a scenario,if ((await breadcrumb.count()) > 0) { await expect(breadcrumb).toBeVisible({ timeout: 5000 }) },yes,no,partial
